,source_uid,source_bid,source_name,source_class,source_type,target_uid,target_bid,target_name,target_class,target_type,target_muscle,syn_count,eff_weight
98,191,14137,IN04B008,intrinsic,acetylcholine,5770,13115,MNfl41,motor,glutamate,Ti extensor,7,7
99,191,14137,IN04B008,intrinsic,acetylcholine,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,16,16
100,196,25502,IN03B089,intrinsic,gaba,12036,10014,MNwm20,motor,gaba,DLM c-f,8,-8
101,196,25502,IN03B089,intrinsic,gaba,19039,10074,MNwm19,motor,acetylcholine,"DLM a, b",56,-56
102,196,25502,IN03B089,intrinsic,gaba,23518,10088,MNwm20,motor,glutamate,DLM c-f,5,-5
103,196,25502,IN03B089,intrinsic,gaba,21374,10361,MNwm20,motor,unknown,DLM c-f,49,-49
104,196,25502,IN03B089,intrinsic,gaba,3512,10589,MNwm19,motor,glutamate,"DLM a, b",7,-7
105,196,25502,IN03B089,intrinsic,gaba,19699,10592,MNwm20,motor,glutamate,DLM c-f,18,-18
106,196,25502,IN03B089,intrinsic,gaba,23285,10733,MNwm21,motor,acetylcholine,DVM 1a-c,5,-5
107,196,25502,IN03B089,intrinsic,gaba,22290,10892,MNwm20,motor,unknown,DLM c-f,5,-5
108,196,25502,IN03B089,intrinsic,gaba,23125,11776,MNwm15,motor,glutamate,"DVM 3a, b",6,-6
109,196,25502,IN03B089,intrinsic,gaba,22228,14898,MNwm21,motor,acetylcholine,DVM 1a-c,14,-14
110,196,25502,IN03B089,intrinsic,gaba,7631,15098,MNwm15,motor,glutamate,"DVM 2a, b",9,-9
111,196,25502,IN03B089,intrinsic,gaba,12502,15783,MNwm15,motor,unknown,"DVM 2a, b",15,-15
112,196,25502,IN03B089,intrinsic,gaba,14800,18309,MNwm20,motor,glutamate,DLM c-f,57,-57
113,196,25502,IN03B089,intrinsic,gaba,14672,162114,MNwm15,motor,glutamate,"DVM 3a, b",8,-8
114,196,25502,IN03B089,intrinsic,gaba,9489,162240,MNwm20,motor,glutamate,DLM c-f,32,-32
115,196,25502,IN03B089,intrinsic,gaba,18198,169914,MNwm20,motor,glutamate,DLM c-f,38,-38
116,198,14563,IN13B033,intrinsic,glutamate,5550,11657,MNfl41,motor,glutamate,Ti extensor,7,-7
117,198,14563,IN13B033,intrinsic,glutamate,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,8,-8
118,198,14563,IN13B033,intrinsic,glutamate,2230,12704,MNfl39,motor,glutamate,Ti extensor,6,-6
119,198,14563,IN13B033,intrinsic,glutamate,20040,17664,MNfl10,motor,glutamate,front leg,13,-13
120,198,14563,IN13B033,intrinsic,glutamate,8283,19652,MNfl20,motor,glutamate,Tergotr.,12,-12
121,199,14697,IN04B009,intrinsic,acetylcholine,18091,12134,MNfl30,motor,glutamate,Ti flexor,8,8
122,199,14697,IN04B009,intrinsic,acetylcholine,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,33,33
123,199,14697,IN04B009,intrinsic,acetylcholine,2230,12704,MNfl39,motor,glutamate,Ti extensor,5,5
124,199,14697,IN04B009,intrinsic,acetylcholine,13049,15149,MNfl21,motor,glutamate,Ti flexor,7,7
125,199,14697,IN04B009,intrinsic,acetylcholine,3577,15321,MNfl21,motor,glutamate,Ti flexor,6,6
126,199,14697,IN04B009,intrinsic,acetylcholine,3417,16632,MNfl27,motor,gaba,Acc. ti flexor,5,5
127,199,14697,IN04B009,intrinsic,acetylcholine,19372,17176,MNfl36,motor,glutamate,Sternal anterior rotator,11,11
128,199,14697,IN04B009,intrinsic,acetylcholine,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,11,11
129,199,14697,IN04B009,intrinsic,acetylcholine,8283,19652,MNfl20,motor,glutamate,Tergotr.,8,8
130,199,14697,IN04B009,intrinsic,acetylcholine,17515,26566,MNfl36,motor,glutamate,Sternal anterior rotator,17,17
131,199,14697,IN04B009,intrinsic,acetylcholine,15415,101043,MNfl27,motor,glutamate,Acc. ti flexor,10,10
132,202,14039,IN13A035,intrinsic,gaba,19149,11226,MNfl35,motor,glutamate,Fe reductor,31,-31
133,202,14039,IN13A035,intrinsic,gaba,20654,12628,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,20,-20
134,202,14039,IN13A035,intrinsic,gaba,22286,12891,MNfl44,motor,glutamate,Fe reductor,14,-14
135,202,14039,IN13A035,intrinsic,gaba,22711,13464,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,27,-27
136,202,14039,IN13A035,intrinsic,gaba,11044,13819,MNfl27,motor,glutamate,Acc. ti flexor,9,-9
137,202,14039,IN13A035,intrinsic,gaba,19009,14536,MNfl37,motor,glutamate,Tr extensor,9,-9
138,202,14039,IN13A035,intrinsic,gaba,21703,15434,MNfl50,motor,glutamate,Ta depressor,13,-13
139,202,14039,IN13A035,intrinsic,gaba,8991,15446,MNfl52,motor,glutamate,Ta levator,8,-8
140,202,14039,IN13A035,intrinsic,gaba,7756,16250,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,19,-19
141,202,14039,IN13A035,intrinsic,gaba,2686,16346,MNfl51,motor,unclear,Ta levator,5,-5
142,202,14039,IN13A035,intrinsic,gaba,10455,18983,MNfl35,motor,glutamate,Fe reductor,18,-18
143,202,14039,IN13A035,intrinsic,gaba,9909,19751,MNfl52,motor,glutamate,Ta levator,5,-5
144,202,14039,IN13A035,intrinsic,gaba,10966,20386,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,10,-10
145,231,156765,IN03B080,intrinsic,gaba,9899,10123,MNwm03,motor,glutamate,hg1,7,-7
146,231,156765,IN03B080,intrinsic,gaba,12438,10131,MNwm17,motor,glutamate,b2,44,-44
147,231,156765,IN03B080,intrinsic,gaba,9467,10178,MNwm36,motor,glutamate,wing,11,-11
148,231,156765,IN03B080,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,29,-29
149,231,156765,IN03B080,intrinsic,gaba,7984,10543,MNwm33,motor,glutamate,tp,8,-8
150,231,156765,IN03B080,intrinsic,gaba,15022,11059,MNnm08,motor,glutamate,neck,6,-6
151,231,156765,IN03B080,intrinsic,gaba,2382,11991,MNwm35,motor,glutamate,wing,31,-31
152,231,156765,IN03B080,intrinsic,gaba,4263,13974,MNnm13,motor,glutamate,neck,44,-44
153,260,20972,IN12A042,intrinsic,acetylcholine,19970,10013,MNwm16,motor,glutamate,b1,34,34
154,260,20972,IN12A042,intrinsic,acetylcholine,4751,10017,MNwm16,motor,glutamate,b1,45,45
155,260,20972,IN12A042,intrinsic,acetylcholine,16794,10145,MNwm26,motor,glutamate,i2,17,17
156,260,20972,IN12A042,intrinsic,acetylcholine,16523,10200,MNwm24,motor,glutamate,hg4,12,12
157,260,20972,IN12A042,intrinsic,acetylcholine,2382,11991,MNwm35,motor,glutamate,wing,52,52
158,260,20972,IN12A042,intrinsic,acetylcholine,7112,13665,MNwm35,motor,glutamate,wing,13,13
159,260,20972,IN12A042,intrinsic,acetylcholine,17815,14390,MNwm26,motor,glutamate,i2,26,26
160,260,20972,IN12A042,intrinsic,acetylcholine,3706,38723486729,MNwm21,motor,unknown,DVM 1a-c,10,10
161,278,19691,IN23B072,intrinsic,acetylcholine,15987,10766,MNwm32,motor,glutamate,tp2,21,21
162,278,19691,IN23B072,intrinsic,acetylcholine,19815,10958,MNwm29,motor,gaba,ps1,5,5
163,278,19691,IN23B072,intrinsic,acetylcholine,6137,13920,MNfl44,motor,glutamate,Fe reductor,7,7
164,279,19825,IN13A042,intrinsic,gaba,19149,11226,MNfl35,motor,glutamate,Fe reductor,60,-60
165,279,19825,IN13A042,intrinsic,gaba,5943,11706,MNfl39,motor,glutamate,Ti extensor,112,-112
166,279,19825,IN13A042,intrinsic,gaba,20654,12628,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,48,-48
167,279,19825,IN13A042,intrinsic,gaba,22286,12891,MNfl44,motor,glutamate,Fe reductor,16,-16
168,279,19825,IN13A042,intrinsic,gaba,5770,13115,MNfl41,motor,glutamate,Ti extensor,62,-62
169,279,19825,IN13A042,intrinsic,gaba,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,25,-25
170,279,19825,IN13A042,intrinsic,gaba,7756,16250,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,23,-23
171,279,19825,IN13A042,intrinsic,gaba,2686,16346,MNfl51,motor,unclear,Ta levator,5,-5
172,279,19825,IN13A042,intrinsic,gaba,10455,18983,MNfl35,motor,glutamate,Fe reductor,20,-20
173,279,19825,IN13A042,intrinsic,gaba,9909,19751,MNfl52,motor,glutamate,Ta levator,6,-6
174,279,19825,IN13A042,intrinsic,gaba,10966,20386,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,21,-21
175,279,19825,IN13A042,intrinsic,gaba,11488,22215,MNfl36,motor,glutamate,Sternal anterior rotator,8,-8
176,279,19825,IN13A042,intrinsic,gaba,11473,24050,MNfl13,motor,glutamate,Fe reductor,12,-12
177,281,19167,IN04B053,intrinsic,acetylcholine,19149,11226,MNfl35,motor,glutamate,Fe reductor,5,5
178,281,19167,IN04B053,intrinsic,acetylcholine,5943,11706,MNfl39,motor,glutamate,Ti extensor,20,20
179,281,19167,IN04B053,intrinsic,acetylcholine,5770,13115,MNfl41,motor,glutamate,Ti extensor,53,53
180,281,19167,IN04B053,intrinsic,acetylcholine,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,11,11
181,281,19167,IN04B053,intrinsic,acetylcholine,7756,16250,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,10,10
182,281,19167,IN04B053,intrinsic,acetylcholine,16232,21718,MNfl16,motor,glutamate,Sternal adductor,14,14
183,281,19167,IN04B053,intrinsic,acetylcholine,15011,22126,MNfl20,motor,glutamate,Tergotr.,6,6
184,281,19167,IN04B053,intrinsic,acetylcholine,18175,26658,MNfl42,motor,glutamate,Acc. ti flexor,5,5
185,281,19167,IN04B053,intrinsic,acetylcholine,5284,154804,MNfl47,motor,unknown,Ta depressor,7,7
186,290,19593,IN01B016,intrinsic,gaba,21703,15434,MNfl50,motor,glutamate,Ta depressor,27,-27
187,290,19593,IN01B016,intrinsic,gaba,8991,15446,MNfl52,motor,glutamate,Ta levator,10,-10
188,295,17198,IN08A036,intrinsic,glutamate,19149,11226,MNfl35,motor,glutamate,Fe reductor,56,-56
189,295,17198,IN08A036,intrinsic,glutamate,22286,12891,MNfl44,motor,glutamate,Fe reductor,58,-58
190,295,17198,IN08A036,intrinsic,glutamate,10455,18983,MNfl35,motor,glutamate,Fe reductor,49,-49
191,295,17198,IN08A036,intrinsic,glutamate,11473,24050,MNfl13,motor,glutamate,Fe reductor,34,-34
192,302,19623,IN03B065,intrinsic,gaba,23518,10088,MNwm20,motor,glutamate,DLM c-f,10,-10
193,302,19623,IN03B065,intrinsic,gaba,10829,10130,MNwm23,motor,glutamate,hg3,34,-34
194,302,19623,IN03B065,intrinsic,gaba,9467,10178,MNwm36,motor,glutamate,wing,12,-12
195,302,19623,IN03B065,intrinsic,gaba,10162,10270,MNwm32,motor,gaba,tp2,20,-20
196,302,19623,IN03B065,intrinsic,gaba,2927,10669,MNwm21,motor,unknown,DVM 1a-c,25,-25
197,302,19623,IN03B065,intrinsic,gaba,23285,10733,MNwm21,motor,acetylcholine,DVM 1a-c,17,-17
198,302,19623,IN03B065,intrinsic,gaba,2924,10931,MNwm23,motor,gaba,hg3,47,-47
199,302,19623,IN03B065,intrinsic,gaba,17060,11663,MNwm15,motor,gaba,"DVM 2a, b",9,-9
200,302,19623,IN03B065,intrinsic,gaba,23125,11776,MNwm15,motor,glutamate,"DVM 3a, b",29,-29
201,302,19623,IN03B065,intrinsic,gaba,9186,12330,MNwm21,motor,glutamate,DVM 1a-c,46,-46
202,302,19623,IN03B065,intrinsic,gaba,7668,12927,MNwm22,motor,glutamate,hg2,16,-16
203,302,19623,IN03B065,intrinsic,gaba,11858,13228,MNwm15,motor,acetylcholine,"DVM 3a, b",56,-56
204,302,19623,IN03B065,intrinsic,gaba,9288,13586,MNwm15,motor,glutamate,"DVM 3a, b",16,-16
205,302,19623,IN03B065,intrinsic,gaba,16741,14017,MNwm21,motor,unknown,DVM 1a-c,7,-7
206,302,19623,IN03B065,intrinsic,gaba,14548,16559,MNwm15,motor,acetylcholine,"DVM 2a, b",11,-11
207,302,19623,IN03B065,intrinsic,gaba,18254,22584,MNwm22,motor,unknown,hg2,24,-24
208,302,19623,IN03B065,intrinsic,gaba,14672,162114,MNwm15,motor,glutamate,"DVM 3a, b",7,-7
209,302,19623,IN03B065,intrinsic,gaba,3706,38723486729,MNwm21,motor,unknown,DVM 1a-c,26,-26
210,305,16966,IN12B024,intrinsic,gaba,4567,13163,MNfl40,motor,glutamate,Ti flexor,46,-46
211,305,16966,IN12B024,intrinsic,gaba,11570,13283,MNfl21,motor,glutamate,Ti flexor,32,-32
212,305,16966,IN12B024,intrinsic,gaba,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,15,-15
213,305,16966,IN12B024,intrinsic,gaba,12793,13399,MNfl21,motor,glutamate,Ti flexor,12,-12
214,305,16966,IN12B024,intrinsic,gaba,10377,13563,MNfl30,motor,glutamate,Ti flexor,14,-14
215,305,16966,IN12B024,intrinsic,gaba,10789,14824,MNfl25,motor,glutamate,Acc. ti flexor,14,-14
216,305,16966,IN12B024,intrinsic,gaba,8879,14848,MNfl40,motor,unknown,Ti flexor,8,-8
217,305,16966,IN12B024,intrinsic,gaba,6633,18963,MNfl28,motor,glutamate,Acc. ti flexor,20,-20
218,305,16966,IN12B024,intrinsic,gaba,6222,19048,MNfl26,motor,glutamate,Acc. ti flexor,41,-41
219,305,16966,IN12B024,intrinsic,gaba,10717,20605,MNfl25,motor,gaba,Acc. ti flexor,13,-13
220,305,16966,IN12B024,intrinsic,gaba,16232,21718,MNfl16,motor,glutamate,Sternal adductor,26,-26
221,305,16966,IN12B024,intrinsic,gaba,3886,22729,MNfl14,motor,glutamate,Acc. tr flexor,6,-6
222,307,16704,IN03A069,intrinsic,acetylcholine,5550,11657,MNfl41,motor,glutamate,Ti extensor,24,24
223,307,16704,IN03A069,intrinsic,acetylcholine,18089,12396,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,9,9
224,307,16704,IN03A069,intrinsic,acetylcholine,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,79,79
225,307,16704,IN03A069,intrinsic,acetylcholine,2230,12704,MNfl39,motor,glutamate,Ti extensor,20,20
226,307,16704,IN03A069,intrinsic,acetylcholine,20040,17664,MNfl10,motor,glutamate,front leg,11,11
227,307,16704,IN03A069,intrinsic,acetylcholine,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,32,32
228,307,16704,IN03A069,intrinsic,acetylcholine,15415,101043,MNfl27,motor,glutamate,Acc. ti flexor,6,6
229,307,16704,IN03A069,intrinsic,acetylcholine,3357,156857,MNfl35,motor,glutamate,Fe reductor,5,5
230,331,15557,IN12B022,intrinsic,gaba,16758,11786,MNfl32,motor,glutamate,ltm,36,-36
231,331,15557,IN12B022,intrinsic,gaba,11044,13819,MNfl27,motor,glutamate,Acc. ti flexor,7,-7
232,331,15557,IN12B022,intrinsic,gaba,11169,15367,MNfl27,motor,glutamate,Acc. ti flexor,24,-24
233,331,15557,IN12B022,intrinsic,gaba,21703,15434,MNfl50,motor,glutamate,Ta depressor,10,-10
234,331,15557,IN12B022,intrinsic,gaba,19757,15720,MNfl19,motor,gaba,ltm1-tibia,15,-15
235,331,15557,IN12B022,intrinsic,gaba,19604,16897,MNfl48,motor,glutamate,Ta depressor,15,-15
236,331,15557,IN12B022,intrinsic,gaba,7274,166385,MNfl38,motor,unknown,ltm1-tibia,82,-82
237,355,12960,IN01A024,intrinsic,acetylcholine,10829,10130,MNwm23,motor,glutamate,hg3,150,150
238,355,12960,IN01A024,intrinsic,acetylcholine,16523,10200,MNwm24,motor,glutamate,hg4,197,197
239,355,12960,IN01A024,intrinsic,acetylcholine,902,10521,MNwm31,motor,glutamate,tp1,8,8
240,355,12960,IN01A024,intrinsic,acetylcholine,16650,10694,MNwm30,motor,glutamate,ps2,13,13
241,355,12960,IN01A024,intrinsic,acetylcholine,2924,10931,MNwm23,motor,gaba,hg3,26,26
